Entity,Code,Year,Gas proved reserves - mÂ³
Europe,,1986,30423390000000
Europe,,1987,31611588000000
Europe,,1988,32514427000000
Europe,,1989,38536420000000
Europe,,1990,40395170000000
Europe,,1991,41390768000000
Europe,,1992,42287443000000
Europe,,1993,43217156000000
Europe,,1994,43400070000000
Europe,,1995,42850680000000
Europe,,1996,42460026000000
Europe,,1997,39075440000000
Europe,,1998,38796737000000
Europe,,1999,38456814000000
Europe,,2000,38526060000000
Europe,,2001,39498793000000
Europe,,2002,39850440000000
Europe,,2003,39842060000000
Europe,,2004,39493785000000
Europe,,2005,39456413000000
Europe,,2006,39212830000000
Europe,,2007,39179782000000
Europe,,2008,38978745000000
Europe,,2009,38842180000000
Europe,,2010,38785295000000
Europe,,2011,39061637000000
Europe,,2012,39440626000000
Europe,,2013,39594930000000
Europe,,2014,39427175000000
Europe,,2015,39184702000000
Europe,,2016,38822088000000
Europe,,2017,41791227000000
Europe,,2018,41054380000000
Europe,,2019,40833700000000
Europe,,2020,40560310000000
Europe (EI),,1980,4279655000000
Europe (EI),,1981,4115446000000
Europe (EI),,1982,3984364400000
Europe (EI),,1983,4231544000000
Europe (EI),,1984,4163854700000
Europe (EI),,1985,4259397000000
Europe (EI),,1986,4197105300000
Europe (EI),,1987,4937539000000
Europe (EI),,1988,5328646000000
Europe (EI),,1989,5273818000000
Europe (EI),,1990,5514212000000
Europe (EI),,1991,5065175000000
Europe (EI),,1992,5166607000000
Europe (EI),,1993,5072721000000
Europe (EI),,1994,5039327000000
Europe (EI),,1995,5016020600000
Europe (EI),,1996,5095356400000
Europe (EI),,1997,5507996700000
Europe (EI),,1998,5432687500000
Europe (EI),,1999,5506968000000
Europe (EI),,2000,5370348000000
Europe (EI),,2001,6137210500000
Europe (EI),,2002,5939884700000
Europe (EI),,2003,6068750500000
Europe (EI),,2004,5857720400000
Europe (EI),,2005,5683103700000
Europe (EI),,2006,5439520000000
Europe (EI),,2007,5269230700000
Europe (EI),,2008,4999568400000
Europe (EI),,2009,4794381000000
Europe (EI),,2010,4668877000000
Europe (EI),,2011,4602109400000
Europe (EI),,2012,4800558700000
Europe (EI),,2013,4650931600000
Europe (EI),,2014,4378115200000
Europe (EI),,2015,4227303000000
Europe (EI),,2016,3988834000000
Europe (EI),,2017,3902995000000
Europe (EI),,2018,3413389000000
Europe (EI),,2019,3276960400000
Europe (EI),,2020,3168782000000
European Union (27),,1980,3095064700000
European Union (27),,1981,3008161000000
European Union (27),,1982,2925327000000
European Union (27),,1983,3012496500000
European Union (27),,1984,2960879500000
European Union (27),,1985,2968312600000
European Union (27),,1986,3012551200000
European Union (27),,1987,2950215800000
European Union (27),,1988,2915436000000
European Union (27),,1989,2891843600000
European Union (27),,1990,3199313000000
European Union (27),,1991,3162403000000
European Union (27),,1992,3083437900000
European Union (27),,1993,2997807000000
European Union (27),,1994,2942145400000
European Union (27),,1995,2870562300000
European Union (27),,1996,2800631400000
European Union (27),,1997,2774029800000
European Union (27),,1998,2673970500000
European Union (27),,1999,2661786600000
European Union (27),,2000,2547517500000
European Union (27),,2001,2470955000000
European Union (27),,2002,2369964500000
European Union (27),,2003,2232823300000
European Union (27),,2004,2148767200000
European Union (27),,2005,2058080500000
European Union (27),,2006,1940355500000
European Union (27),,2007,1826926100000
European Union (27),,2008,1722497100000
European Union (27),,2009,1737208000000
European Union (27),,2010,1636052100000
European Union (27),,2011,1549301200000
European Union (27),,2012,1293976900000
European Union (27),,2013,1215818900000
European Union (27),,2014,1104247500000
European Union (27),,2015,1086750500000
European Union (27),,2016,984070360000
European Union (27),,2017,946823000000
European Union (27),,2018,505122900000
European Union (27),,2019,446495980000
European Union (27),,2020,441815630000
Germany,DEU,1980,258375000000
Germany,DEU,1981,241799990000
Germany,DEU,1982,234974990000
Germany,DEU,1983,312000020000
Germany,DEU,1984,298350020000
Germany,DEU,1985,288600000000
Germany,DEU,1986,372450000000
Germany,DEU,1987,366600000000
Germany,DEU,1988,353924970000
Germany,DEU,1989,342225000000
Germany,DEU,1990,211575000000
Germany,DEU,1991,190125000000
Germany,DEU,1992,193050000000
Germany,DEU,1993,193050000000
Germany,DEU,1994,216450000000
Germany,DEU,1995,211166820000
Germany,DEU,1996,215426680000
Germany,DEU,1997,201296610000
Germany,DEU,1998,200602910000
Germany,DEU,1999,237416170000
Germany,DEU,2000,232052880000
Germany,DEU,2001,223763530000
Germany,DEU,2002,211366410000
Germany,DEU,2003,190704550000
Germany,DEU,2004,176900670000
Germany,DEU,2005,164327700000
Germany,DEU,2006,143226240000
Germany,DEU,2007,130389510000
Germany,DEU,2008,110958576000
Germany,DEU,2009,86428115000
Germany,DEU,2010,76668680000
Germany,DEU,2011,69898625000
Germany,DEU,2012,62425190000
Germany,DEU,2013,54951748000
Germany,DEU,2014,45016474000
Germany,DEU,2015,40796180000
Germany,DEU,2016,37015500000
Germany,DEU,2017,32619356000
Germany,DEU,2018,26640610000
Germany,DEU,2019,21804853000
Germany,DEU,2020,19659538000
High-income countries,,1980,22306078000000
High-income countries,,1981,22842463000000
High-income countries,,1982,23702094000000
High-income countries,,1983,24397696000000
High-income countries,,1984,25572990000000
High-income countries,,1985,25830535000000
High-income countries,,1986,28581185000000
High-income countries,,1987,29760269000000
High-income countries,,1988,30680296000000
High-income countries,,1989,30758538000000
High-income countries,,1990,31096043000000
High-income countries,,1991,32493462000000
High-income countries,,1992,32893609000000
High-income countries,,1993,32690270000000
High-income countries,,1994,33723110000000
High-income countries,,1995,34830262000000
High-income countries,,1996,35394480000000
High-income countries,,1997,35502380000000
High-income countries,,1998,38288960000000
High-income countries,,1999,38946460000000
High-income countries,,2000,42852750000000
High-income countries,,2001,56192390000000
High-income countries,,2002,56148628000000
High-income countries,,2003,55794645000000
High-income countries,,2004,55652600000000
High-income countries,,2005,54659100000000
High-income countries,,2006,56414395000000
High-income countries,,2007,57001107000000
High-income countries,,2008,58033678000000
High-income countries,,2009,58454966000000
High-income countries,,2010,59436290000000
High-income countries,,2011,60145280000000
High-income countries,,2012,59133244000000
High-income countries,,2013,59885597000000
High-income countries,,2014,59924400000000
High-income countries,,2015,58211130000000
High-income countries,,2016,58085184000000
High-income countries,,2017,58862745000000
High-income countries,,2018,59369080000000
High-income countries,,2019,59203900000000
High-income countries,,2020,59499580000000
India,IND,1980,334425000000
India,IND,1981,400725020000
India,IND,1982,409500000000
India,IND,1983,450450000000
India,IND,1984,466050000000
India,IND,1985,467999980000
India,IND,1986,527474980000
India,IND,1987,538200000000
India,IND,1988,584999960000
India,IND,1989,668850000000
India,IND,1990,682500000000
India,IND,1991,711750000000
India,IND,1992,716624950000
India,IND,1993,700050000000
India,IND,1994,684450000000
India,IND,1995,650755900000
India,IND,1996,617260840000
India,IND,1997,666300250000
India,IND,1998,649456500000
India,IND,1999,623661550000
India,IND,2000,731317100000
India,IND,2001,734339330000
India,IND,2002,722558400000
India,IND,2003,821975000000
India,IND,2004,888387500000
India,IND,2005,1073475000000
India,IND,2006,1048125050000
India,IND,2007,1015437460000
India,IND,2008,1049124900000
India,IND,2009,1073437700000
India,IND,2010,1105498600000
India,IND,2011,1230132700000
India,IND,2012,1280356000000
India,IND,2013,1303956600000
India,IND,2014,1373630900000
India,IND,2015,1204944100000
India,IND,2016,1181372500000
India,IND,2017,1241331400000
India,IND,2018,1289336100000
India,IND,2019,1328866100000
India,IND,2020,1320443200000
Indonesia,IDN,1980,834330030000
Indonesia,IDN,1981,876625100000
Indonesia,IDN,1982,974400000000
Indonesia,IDN,1983,1207139400000
Indonesia,IDN,1984,1724505300000
Indonesia,IDN,1985,2011933000000
Indonesia,IDN,1986,2298975000000
Indonesia,IDN,1987,2402505000000
Indonesia,IDN,1988,2599009000000
Indonesia,IDN,1989,2590990700000
Indonesia,IDN,1990,2906553800000
Indonesia,IDN,1991,1867600000000
Indonesia,IDN,1992,1847300000000
Indonesia,IDN,1993,1847300000000
Indonesia,IDN,1994,1847300000000
Indonesia,IDN,1995,1979250000000
Indonesia,IDN,1996,2080750000000
Indonesia,IDN,1997,2184279900000
Indonesia,IDN,1998,2213715000000
Indonesia,IDN,1999,2659300100000
Indonesia,IDN,2000,2722230000000
Indonesia,IDN,2001,2642045000000
Indonesia,IDN,2002,2595355000000
Indonesia,IDN,2003,2595355000000
Indonesia,IDN,2004,2810535000000
Indonesia,IDN,2005,2515170000000
Indonesia,IDN,2006,2671480000000
Indonesia,IDN,2007,3046897400000
Indonesia,IDN,2008,3232568000000
Indonesia,IDN,2009,3115589800000
Indonesia,IDN,2010,3009533200000
Indonesia,IDN,2011,3009533200000
Indonesia,IDN,2012,2970444600000
Indonesia,IDN,2013,2918422400000
Indonesia,IDN,2014,2881633000000
Indonesia,IDN,2015,2816389700000
Indonesia,IDN,2016,2909225000000
Indonesia,IDN,2017,2884794600000
Indonesia,IDN,2018,2760918400000
Indonesia,IDN,2019,1429548400000
Indonesia,IDN,2020,1252271600000
Iran,IRN,1980,13318395000000
Iran,IRN,1981,13303283000000
Iran,IRN,1982,13288171000000
Iran,IRN,1983,13265502000000
Iran,IRN,1984,13238113000000
Iran,IRN,1985,13209777000000
Iran,IRN,1986,13180498000000
Iran,IRN,1987,13149329000000
Iran,IRN,1988,13411899000000
Iran,IRN,1989,16056499000000
Iran,IRN,1990,16059334000000
Iran,IRN,1991,18701100000000
Iran,IRN,1992,19551148000000
Iran,IRN,1993,19551148000000
Iran,IRN,1994,19611597000000
Iran,IRN,1995,18276076000000
Iran,IRN,1996,21723500000000
Iran,IRN,1997,21723500000000
Iran,IRN,1998,22762450000000
Iran,IRN,1999,24375000000000
Iran,IRN,2000,25350000000000
Iran,IRN,2001,25447500000000
Iran,IRN,2002,26022752000000
Iran,IRN,2003,26880751000000
Iran,IRN,2004,26812500000000
Iran,IRN,2005,26049310000000
Iran,IRN,2006,25359825000000
Iran,IRN,2007,26568785000000
Iran,IRN,2008,27966644000000
Iran,IRN,2009,27966644000000
Iran,IRN,2010,32262748000000
Iran,IRN,2011,32779499000000
Iran,IRN,2012,31905210000000
Iran,IRN,2013,32131890000000
Iran,IRN,2014,32131890000000
Iran,IRN,2015,31640751000000
Iran,IRN,2016,31849720000000
Iran,IRN,2017,31933543000000
Iran,IRN,2018,32017368000000
Iran,IRN,2019,32101378000000
Iran,IRN,2020,32101378000000
Iraq,IRQ,1980,738530000000
Iraq,IRQ,1981,734492500000
Iraq,IRQ,1982,774848500000
Iraq,IRQ,1983,780139950000
Iraq,IRQ,1984,777100000000
Iraq,IRQ,1985,780139950000
Iraq,IRQ,1986,780130500000
Iraq,IRQ,1987,949999960000
Iraq,IRQ,1988,2555500000000
Iraq,IRQ,1989,2959250000000
Iraq,IRQ,1990,2951650000000
Iraq,IRQ,1991,2945000000000
Iraq,IRQ,1992,2945000000000
Iraq,IRQ,1993,2945000000000
Iraq,IRQ,1994,2959250000000
Iraq,IRQ,1995,3191999800000
Iraq,IRQ,1996,3191999800000
Iraq,IRQ,1997,3028600000000
Iraq,IRQ,1998,3028600000000
Iraq,IRQ,1999,3120750000000
Iraq,IRQ,2000,2953550000000
Iraq,IRQ,2001,2953550000000
Iraq,IRQ,2002,3030500000000
Iraq,IRQ,2003,3011499800000
Iraq,IRQ,2004,3011499800000
Iraq,IRQ,2005,3011499800000
Iraq,IRQ,2006,3011499800000
Iraq,IRQ,2007,3011499800000
Iraq,IRQ,2008,3011499800000
Iraq,IRQ,2009,3011499800000
Iraq,IRQ,2010,3000100000000
Iraq,IRQ,2011,3000100000000
Iraq,IRQ,2012,3000100000000
Iraq,IRQ,2013,3000100000000
Iraq,IRQ,2014,3000100000000
Iraq,IRQ,2015,3000100000000
Iraq,IRQ,2016,3628905000000
Iraq,IRQ,2017,3556914000000
Iraq,IRQ,2018,3542882500000
Iraq,IRQ,2019,3528526000000
Iraq,IRQ,2020,3528526000000
Israel,ISR,1980,2925000000
Israel,ISR,1981,1950000000
Israel,ISR,1982,975000000
Israel,ISR,1983,975000000
Israel,ISR,1984,975000000
Israel,ISR,1985,975000000
Israel,ISR,1986,975000000
Israel,ISR,1987,975000000
Israel,ISR,1988,975000000
Israel,ISR,1989,975000000
Israel,ISR,1990,975000000
Israel,ISR,1991,975000000
Israel,ISR,1992,975000000
Israel,ISR,1993,975000000
Israel,ISR,1994,975000000
Israel,ISR,1995,975000000
Israel,ISR,1996,975000000
Israel,ISR,1997,975000000
Israel,ISR,1998,975000000
Israel,ISR,1999,1950000000
Israel,ISR,2000,43875000000
Israel,ISR,2001,43875000000
Israel,ISR,2002,43875000000
Israel,ISR,2003,45825000000
Israel,ISR,2004,45825000000
Israel,ISR,2005,43875000000
Israel,ISR,2006,43875000000
Israel,ISR,2007,42900000000
Israel,ISR,2008,42900000000
Israel,ISR,2009,87750000000
Israel,ISR,2010,196950000000
Israel,ISR,2011,196950000000
Israel,ISR,2012,196950000000
Israel,ISR,2013,187193280000
Israel,ISR,2014,182436040000
Israel,ISR,2015,173978730000
Israel,ISR,2016,165948950000
Israel,ISR,2017,455690450000
Israel,ISR,2018,412363060000
Israel,ISR,2019,566705060000
Israel,ISR,2020,588557700000
Italy,ITA,1980,153516000000
Italy,ITA,1981,171746030000
Italy,ITA,1982,172705500000
Italy,ITA,1983,226436090000
Italy,ITA,1984,239868740000
Italy,ITA,1985,249463500000
Italy,ITA,1986,254260870000
Italy,ITA,1987,287842500000
Italy,ITA,1988,313748320000
Italy,ITA,1989,315667300000
Italy,ITA,1990,308950960000
Italy,ITA,1991,353086800000
Italy,ITA,1992,288801980000
Italy,ITA,1993,280166700000
Italy,ITA,1994,285923540000
Italy,ITA,1995,284964100000
Italy,ITA,1996,266734060000
Italy,ITA,1997,262896160000
Italy,ITA,1998,254260870000
Italy,ITA,1999,202800000000
Italy,ITA,2000,194025000000
Italy,ITA,2001,178425000000
Italy,ITA,2002,167699990000
Italy,ITA,2003,131624990000
Italy,ITA,2004,119582250000
Italy,ITA,2005,111910280000
Italy,ITA,2006,90331690000
Italy,ITA,2007,80404960000
Italy,ITA,2008,66530220000
Italy,ITA,2009,60554236000
Italy,ITA,2010,62881194000
Italy,ITA,2011,59379802000
Italy,ITA,2012,56602313000
Italy,ITA,2013,53533356000
Italy,ITA,2014,51161633000
Italy,ITA,2015,46788702000
Italy,ITA,2016,36303585000
Italy,ITA,2017,42561507000
Italy,ITA,2018,46176248000
Italy,ITA,2019,43600687000
Italy,ITA,2020,42397680000
Kazakhstan,KAZ,1997,1713232200000
Kazakhstan,KAZ,1998,1713232200000
Kazakhstan,KAZ,1999,1713232200000
Kazakhstan,KAZ,2000,1713232200000
Kazakhstan,KAZ,2001,1713232200000
Kazakhstan,KAZ,2002,1713232200000
Kazakhstan,KAZ,2003,1713232200000
Kazakhstan,KAZ,2004,1713232200000
Kazakhstan,KAZ,2005,1713232200000
Kazakhstan,KAZ,2006,1713232200000
Kazakhstan,KAZ,2007,1713232200000
Kazakhstan,KAZ,2008,1713232200000
Kazakhstan,KAZ,2009,1713232200000
Kazakhstan,KAZ,2010,1713232200000
Kazakhstan,KAZ,2011,1713232200000
Kazakhstan,KAZ,2012,1713232200000
Kazakhstan,KAZ,2013,1713232200000
Kazakhstan,KAZ,2014,1713232200000
Kazakhstan,KAZ,2015,1713232200000
Kazakhstan,KAZ,2016,2257115400000
Kazakhstan,KAZ,2017,2257115400000
Kazakhstan,KAZ,2018,2257115400000
Kazakhstan,KAZ,2019,2257115400000
Kazakhstan,KAZ,2020,2257115400000
Kuwait,KWT,1980,1001300000000
Kuwait,KWT,1981,993700000000
Kuwait,KWT,1982,987999960000
Kuwait,KWT,1983,984200000000
Kuwait,KWT,1984,985910000000
Kuwait,KWT,1985,984675000000
Kuwait,KWT,1986,1108650000000
Kuwait,KWT,1987,1144750000000
Kuwait,KWT,1988,1309100100000
Kuwait,KWT,1989,1330000000000
Kuwait,KWT,1990,1442100000000
Kuwait,KWT,1991,1435450000000
Kuwait,KWT,1992,1420250000000
Kuwait,KWT,1993,1417400000000
Kuwait,KWT,1994,1424319000000
Kuwait,KWT,1995,1419299900000
Kuwait,KWT,1996,1414550000000
Kuwait,KWT,1997,1415500000000
Kuwait,KWT,1998,1407899900000
Kuwait,KWT,1999,1407899900000
Kuwait,KWT,2000,1479150000000
Kuwait,KWT,2001,1479150000000
Kuwait,KWT,2002,1479150000000
Kuwait,KWT,2003,1493400000000
Kuwait,KWT,2004,1493400000000
Kuwait,KWT,2005,1532700000000
Kuwait,KWT,2006,1735500000000
Kuwait,KWT,2007,1694800000000
Kuwait,KWT,2008,1694800000000
Kuwait,KWT,2009,1694800000000
Kuwait,KWT,2010,1694800000000
Kuwait,KWT,2011,1694800000000
Kuwait,KWT,2012,1694800000000
Kuwait,KWT,2013,1694800000000
Kuwait,KWT,2014,1694800000000
Kuwait,KWT,2015,1694800000000
Kuwait,KWT,2016,1694800000000
Kuwait,KWT,2017,1694800000000
Kuwait,KWT,2018,1694800000000
Kuwait,KWT,2019,1694800000000
Kuwait,KWT,2020,1694800000000
Libya,LBY,1980,650750000000
Libya,LBY,1981,631750000000
Libya,LBY,1982,620350000000
Libya,LBY,1983,607999950000
Libya,LBY,1984,596599960000
Libya,LBY,1985,594699940000
Libya,LBY,1986,691600000000
Libya,LBY,1987,690649960000
Libya,LBY,1988,785650000000
Libya,LBY,1989,1157100000000
Libya,LBY,1990,1147600100000
Libya,LBY,1991,1243549900000
Libya,LBY,1992,1234050100000
Libya,LBY,1993,1224550000000
Libya,LBY,1994,1244500100000
Libya,LBY,1995,1247350000000
Libya,LBY,1996,1245450100000
Libya,LBY,1997,1248300000000
Libya,LBY,1998,1249250000000
Libya,LBY,1999,1249250000000
Libya,LBY,2000,1248300000000
Libya,LBY,2001,1248300000000
Libya,LBY,2002,1427850000000
Libya,LBY,2003,1416450000000
Libya,LBY,2004,1416450000000
Libya,LBY,2005,1416450000000
Libya,LBY,2006,1349000000000
Libya,LBY,2007,1463000100000
Libya,LBY,2008,1463000100000
Libya,LBY,2009,1471549900000
Libya,LBY,2010,1420250000000
Libya,LBY,2011,1469650000000
Libya,LBY,2012,1471549900000
Libya,LBY,2013,1430699900000
Libya,LBY,2014,1429655000000
Libya,LBY,2015,1429654500000
Libya,LBY,2016,1429654500000
Libya,LBY,2017,1429654500000
Libya,LBY,2018,1429654500000
Libya,LBY,2019,1429654500000
Libya,LBY,2020,1429654500000
Low-income countries,,1980,87750000000
Low-income countries,,1981,87750000000
Low-income countries,,1982,100425000000
Low-income countries,,1983,101400000000
Low-income countries,,1984,101400000000
Low-income countries,,1985,120899990000
Low-income countries,,1986,155024980000
Low-income countries,,1987,232050000000
Low-income countries,,1988,262274970000
Low-income countries,,1989,346125000000
Low-income countries,,1990,416325000000
Low-income countries,,1991,519683670000
Low-income countries,,1992,519683670000
Low-income countries,,1993,546008630000
Low-income countries,,1994,553808700000
Low-income countries,,1995,553808700000
Low-income countries,,1996,553808700000
Low-income countries,,1997,556733700000
Low-income countries,,1998,556733700000
Low-income countries,,1999,559658600000
Low-income countries,,2000,559658600000
Low-income countries,,2001,559658600000
Low-income countries,,2002,568433640000
Low-income countries,,2003,607433650000
Low-income countries,,2004,607433650000
Low-income countries,,2005,602558700000
Low-income countries,,2006,597683670000
Low-income countries,,2007,592808640000
Low-income countries,,2008,587933700000
Low-income countries,,2009,592324400000
Low-income countries,,2010,584504840000
Low-income countries,,2011,581988000000
Low-income countries,,2012,563214300000
Low-income countries,,2013,559532000000
Low-income countries,,2014,538140250000
Low-income countries,,2015,535550000000
Low-income countries,,2016,535047630000
Low-income countries,,2017,534746230000
Low-income countries,,2018,534645800000
Low-income countries,,2019,534545300000
Low-income countries,,2020,534443500000
Lower-middle-income countries,,1980,19199175000000
Lower-middle-income countries,,1981,19337147000000
Lower-middle-income countries,,1982,19650800000000
Lower-middle-income countries,,1983,19583780000000
Lower-middle-income countries,,1984,19561533000000
Lower-middle-income countries,,1985,19453530000000
Lower-middle-income countries,,1986,20507440000000
Lower-middle-income countries,,1987,20465435000000
Lower-middle-income countries,,1988,20836580000000
Lower-middle-income countries,,1989,24310098000000
Lower-middle-income countries,,1990,24447008000000
Lower-middle-income countries,,1991,28054487000000
Lower-middle-income countries,,1992,28986107000000
Lower-middle-income countries,,1993,29095753000000
Lower-middle-income countries,,1994,28277278000000
Lower-middle-income countries,,1995,27586174000000
Lower-middle-income countries,,1996,31254777000000
Lower-middle-income countries,,1997,33334655000000
Lower-middle-income countries,,1998,34598713000000
Lower-middle-income countries,,1999,36874534000000
Lower-middle-income countries,,2000,38849250000000
Lower-middle-income countries,,2001,39725558000000
Lower-middle-income countries,,2002,40912210000000
Lower-middle-income countries,,2003,42161945000000
Lower-middle-income countries,,2004,42434583000000
Lower-middle-income countries,,2005,41905065000000
Lower-middle-income countries,,2006,41300170000000
Lower-middle-income countries,,2007,42854555000000
Lower-middle-income countries,,2008,44234770000000
Lower-middle-income countries,,2009,44528840000000
Lower-middle-income countries,,2010,48533445000000
Lower-middle-income countries,,2011,49142668000000
Lower-middle-income countries,,2012,48680627000000
Lower-middle-income countries,,2013,49037230000000
Lower-middle-income countries,,2014,49245487000000
Lower-middle-income countries,,2015,48258877000000
Lower-middle-income countries,,2016,48774307000000
Lower-middle-income countries,,2017,48972360000000
Lower-middle-income countries,,2018,49112196000000
Lower-middle-income countries,,2019,49299195000000
Lower-middle-income countries,,2020,47197417000000
Malaysia,MYS,1980,557819560000
Malaysia,MYS,1981,620472700000
Malaysia,MYS,1982,644708960000
Malaysia,MYS,1983,626531760000
Malaysia,MYS,1984,674230700000
Malaysia,MYS,1985,682739100000
Malaysia,MYS,1986,672039100000
Malaysia,MYS,1987,664948700000
Malaysia,MYS,1988,659663160000
Malaysia,MYS,1989,733918800000
Malaysia,MYS,1990,761248940000
Malaysia,MYS,1991,874050500000
Malaysia,MYS,1992,990074900000
Malaysia,MYS,1993,1040352100000
Malaysia,MYS,1994,1091918500000
Malaysia,MYS,1995,1033906360000
Malaysia,MYS,1996,1028749700000
Malaysia,MYS,1997,1121569200000
Malaysia,MYS,1998,1106099300000
Malaysia,MYS,1999,1063557000000
Malaysia,MYS,2000,1063557000000
Malaysia,MYS,2001,1125436600000
Malaysia,MYS,2002,1147352400000
Malaysia,MYS,2003,1121827000000
Malaysia,MYS,2004,1098235400000
Malaysia,MYS,2005,1133816200000
Malaysia,MYS,2006,1146398400000
Malaysia,MYS,2007,1134589600000
Malaysia,MYS,2008,1134048200000
Malaysia,MYS,2009,1078013400000
Malaysia,MYS,2010,1027267100000
Malaysia,MYS,2011,1051174900000
Malaysia,MYS,2012,1018320900000
Malaysia,MYS,2013,1018012400000
Malaysia,MYS,2014,1110559000000
Malaysia,MYS,2015,1002238640000
Malaysia,MYS,2016,946681200000
Malaysia,MYS,2017,908230600000
Malaysia,MYS,2018,908230600000
Malaysia,MYS,2019,908230600000
Malaysia,MYS,2020,908230600000
Mexico,MEX,1980,1781325000000
Mexico,MEX,1981,2080650000000
Mexico,MEX,1982,2080650000000
Mexico,MEX,1983,2126475000000
Mexico,MEX,1984,2117700000000
Mexico,MEX,1985,2112824900000
Mexico,MEX,1986,2092350000000
Mexico,MEX,1987,2066025000000
Mexico,MEX,1988,2026050000000
Mexico,MEX,1989,2008500100000
Mexico,MEX,1990,1974375000000
Mexico,MEX,1991,1958775100000
Mexico,MEX,1992,1933425000000
Mexico,MEX,1993,1923674900000
Mexico,MEX,1994,1888574900000
Mexico,MEX,1995,1868100000000
Mexico,MEX,1996,1764750000000
Mexico,MEX,1997,1752075000000
Mexico,MEX,1998,829725000000
Mexico,MEX,1999,839475000000
Mexico,MEX,2000,814125000000
Mexico,MEX,2001,777074970000
Mexico,MEX,2002,413400000000
Mexico,MEX,2003,410474970000
Mexico,MEX,2004,408524980000
Mexico,MEX,2005,403920000000
Mexico,MEX,2006,384082770000
Mexico,MEX,2007,363675000000
Mexico,MEX,2008,350025000000
Mexico,MEX,2009,335453850000
Mexico,MEX,2010,350258400000
Mexico,MEX,2011,356966900000
Mexico,MEX,2012,356395000000
Mexico,MEX,2013,344046140000
Mexico,MEX,2014,320912800000
Mexico,MEX,2015,241364390000
Mexico,MEX,2016,195792830000
Mexico,MEX,2017,184834460000
Mexico,MEX,2018,178510070000
Mexico,MEX,2019,178069950000
Mexico,MEX,2020,178069950000
Middle East (EI),,1980,24030378000000
